Text,labels
I think that is what is important .,Correct
"Best regards , ",Error
Today is welcome lunch is the first time to see my colleague after I returned to Shanghai .,Error
The latest news that most impressed me,Correct
"This shrine is located southeast of Japan , and it is near my hometown .",Error
 I am a year old researcher . ,Error
Tsunami means tidal wave .,Correct
And I ate baked chickens while I was drinking alcohol .,Error
"Recently , I listen to iTunes U while I am commuting to and from work .",Error
"The teaching practice taught me difficulty in communicating with students properly , preparing for classes , and teaching English so that students can feel that my English is very enjoyable and useful .",Error
I want to become able to talk English .,Error
I felt better than yesterday .,Error
What is her preference in foods ?,Correct
 ,Error
Their music was very nice and it really matched with the chirp of autumn bugs like bell - ringing crokets .,Error
So I will ask them to know about the situation after that he goes to the doctor .,Correct
Because It was small and there was not it in house .,Error
What I choose is not my interest .,Correct
"Since they are stars who live from the general public s love , they should open to fan their basic life ?",Error
"But I am an independent businessman , I always boot up three machines .",Correct
There was a feast in my town and some painting exhibitions .,Correct
It is usually packed with a lot of people .,Correct
I had a dream that I was trying to eat food delicacies .,Error
"My name is Matteo , I am and I live in Italy .",Correct
In March I have many opportunities like this party .,Correct
I did not go down to my hometown where my parenets have still lived in because I had to work and have to start to work when it began to end .,Error
I did not want to wear skirts any more .,Correct
It will make their wedding party go perfectly .,Correct
"On the other hand , mages have trouble with recovering .",Correct
It is rare I hear the sound of charumela .,Correct
"First I went to Village Vanguard , which is a bookstore .",Correct
The commodity of the victory was presented to colleague is boy .,Error
I like learning language .,Error
 It is a serious problem for me .,Correct
" Anyway , it became rainy weather on the way so we wore our rainy coats while riding the bicycle .",Correct
About me,Error
Making animation,Correct
I felt soooo good to walking outside .,Error
they are different from China .,Error
People Learning Japanese,Error
A HAPPY NEW YEAR !,Error
live house concert ,Error
We should send something to help to them first of all .,Error
having a party every single day .,Correct
"improve your chinese , and I think that you will love it , because we",Error
Could you tell me which is the best ?,Error
We should have departed earlier .,Error
"three monthes , ielts , this is what should i worry about .",Error
at my University .,Correct
i fixed up to go school .,Error
And some students captured this image with their cell phones and uploaded it to the youtube .,Error
have a trip on months before .,Error
I feel my sentences are so ugly that I can not continue .,Error
"Secondly , I do not have any life experience from god .",Error
"To tell you the truth , this time she is more cute than before , but her image is still vivid in my mind .",Error
all right ?,Correct
This technology has greatly affected the lives of ordinary people around the globe .,Correct
" . Offering a project of the joint development of a large oil field , the leaders of two countries expect to receive financial support from banking community and entrepreneurs .",Error
But now I do not know what I want .,Correct
Today is lunch was a hamburger .,Error
"This evening , I was waiting a bus to go home more than min .",Error
"Another is served at different prices , - yen a dish .",Correct
